name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;900;0;900;3073;989;3073;989;0
header;117;166;117;201;1753;201;1753;166
B;978;875;978;891;990;891;990;875
B;968;1184;968;1199;980;1199;980;1184
A;910;1295;910;1297;913;1297;913;1295
D;957;1338;957;1354;982;1354;982;1338
A;971;1983;971;2005;975;2005;975;1983
D;956;2135;956;2158;970;2158;970;2135
B;959;2205;959;2221;972;2221;972;2205
B;959;2298;959;2314;973;2314;973;2298
A;899;2367;899;2378;906;2378;906;2367
B;959;2421;959;2437;973;2437;973;2421
A;952;2517;952;2521;957;2521;957;2517
A;898;2666;898;2682;908;2682;908;2666
A;902;2862;902;2867;906;2867;906;2862
